5000 
50000
4121	2365
3967	1251
3914	1540
3968	1425
4008	1284
3789	1556
3829	1953
4499	2265
3788	2230
3749	2206
4496	1528
3793	1251
3769	2240
4452	1814
4533	1406
3916	1264
4101	1347
3873	1304
4697	1433
3751	1302
4179	1918
4267	2383
3770	1269
3812	1260
4070	2113
4533	2031
4929	1431
4262	1909
3928	1794
4495	1928
4191	1887
3906	1962
3752	1256
4072	1567
4465	1899
3790	1583
4545	1271
4241	1257
3876	1366
3790	1415
4562	1417
4355	1286
4424	1573
3875	2265
4206	2076
3771	1518
4496	1860
3783	1260
4238	1882
3769	1495
4045	1295
4388	1758
4231	1601
4150	1876
3749	2062
4541	1874
3843	1938
4116	1539
3766	1249
4147	1269
3751	1269
4159	1251
3771	2190
3755	1921
3850	1883
4692	1978
3815	1739
4103	1720
3769	2453
3815	2002
3801	1410
3911	1576
3984	1411
3752	1743
4386	1978
3810	1923
4249	1274
4728	1617
3749	2217
3769	1573
3851	1614
4405	1324
4335	1738
3874	1334
4896	1877
4223	1821
3751	1670
3986	2168
4394	2134
4688	1327
3813	2200
4062	1420
3756	1666
3806	1645
4782	1263
4837	1916
4538	1955
3851	1613
3751	1370
3792	1445
4069	1262
3749	1379
4610	1274
3771	1326
3769	1271
4379	1260
4112	1487
4063	1257
4380	1409
4210	1805
4419	1435
3815	1659
4236	1955
4545	1299
3926	1407
3792	1497
4463	1415
3796	2031
4500	1256
4159	1562
3906	1801
4736	1591
4089	1320
3753	1480
4106	1904
4214	2075
3779	1720
3812	1428
4062	2355
4738	1347
4476	1885
3962	1802
3876	1563
4474	2312
3779	1291
4164	1623
3790	1564
4087	2002
4019	2295
4454	1619
4141	2289
3830	1290
3769	2206
3942	1513
4698	1347
4704	2266
4473	1425
3910	1333
4438	2132
4199	2217
4472	1562
4572	1935
3751	1435
4073	2343
4440	1456
3926	1567
4418	2078
4720	1298
4902	2206
4195	2110
4085	1876
4535	1503
3956	1407
4234	2402
3956	2172
4160	1396
4103	1432
3819	1432
4767	1692
4455	1648
3920	1604
4068	1653
4410	1503
3798	1879
4691	1929
3760	2048
4238	1882
4929	1606
3945	1885
4887	1741
4260	1845
4853	1937
3763	1572
3849	1288
3930	1445
3953	2354
4106	1425
3758	1581
3759	1318
3910	2197
3993	1265
4311	1879
3879	1901
4128	2031
3762	1300
4590	1377
3896	2230
4073	1608
4069	1369
4405	1332
3769	1738
4111	1525
3956	1325
4853	1506
4069	1626
3749	2036
4108	1329
3848	1351
4233	1742
4133	2109
4575	1272
3907	1252
4062	2121
3870	2209
4375	1450
4181	1937
3766	1940
4501	2123
4375	1972
4594	1876
4480	1290
3848	1643
4577	2056
4241	1874
4688	1447
3765	1252
4062	1758
3811	1406
3910	1720
4112	2347
4421	2279
3827	1272
4140	1963
3908	1498
3779	1259
3920	1270
3754	1789
4083	1284
4062	2235
4415	1952
4123	2173
4531	1328
3751	1427
4299	1563
4073	1263
4318	1373
3757	2284
4070	1877
4554	2190
4321	1363
4073	1369
4885	1370
3779	1993
4062	2331
4688	2053
4513	2034
3910	1668
4361	1326
3761	1288
3806	2209
4062	1274
3935	2187
4756	2187
4062	1569
3952	1276
3901	1699
3956	1266
3868	1290
4159	2037
4384	1426
3879	1265
4784	1973
4146	1562
4400	2345
4063	1646
3913	1269
4067	1296
3924	1645
3987	1408
3749	1274
3761	1642
4374	1410
4183	2233
3821	1347
4413	1944
3749	1460
4711	1581
4473	1251
4047	1413
4091	1288
3852	1300
4280	2206
4465	1274
4159	1757
3953	1436
4860	1298
4935	1252
4697	1953
3751	1370
4552	1447
4278	1415
3832	2403
3752	1914
4141	1368
4343	1583
4843	2297
4424	1387
3753	1488
3790	2223
4405	1625
4750	1370
4778	1655
4155	1439
4766	2136
4560	1760
4772	1277
4737	2148
4023	2192
3868	1288
3830	1601
4610	1337
4525	2150
3751	1652
3906	1879
4221	1947
4218	1332
4072	1293
4932	2071
4473	1876
4146	1323
3932	1425
4155	1289
3923	1797
4618	1491
4482	1562
4320	1269
4570	2013
4218	1724
3867	1252
3751	1601
3749	1263
4299	2192
4374	1349
4157	1318
3765	1569
4239	1249
4690	1547
3830	2034
4068	1401
4232	1369
3834	2427
4076	1566
3945	1327
4034	2195
3755	1884
4491	1254
3847	1251
3906	1601
4545	1406
3915	1314
3831	1766
4376	1338
3827	1918
4543	1334
4068	1933
4081	2060
3992	1508
4422	2209
4804	1786
3827	1411
3780	1328
4981	1253
3799	1894
4892	2031
3773	1960
4845	1337
4755	1281
3777	1579
4375	2109
3769	1978
3827	1722
4540	2001
3978	1757
4687	1285
4482	1348
4531	1351
4700	1428
4477	1269
4710	1492
4559	1935
4252	1271
4474	1563
3832	1572
4015	1962
4550	1476
4405	1265
3915	2343
3935	1341
4671	1621
4218	1250
4296	1895
3796	1606
4378	1249
4062	2031
3791	2031
3969	1611
4148	1888
3777	2276
3848	1612
3827	2267
4609	2192
3849	1777
3880	1291
4160	1299
4090	1896
4076	2070
4863	1407
4142	1738
4727	1298
4318	1399
3829	1406
4581	1399
4301	1254
4246	1719
3771	1277
3960	1611
3951	1281
3757	2196
3760	1255
3945	2204
4167	1960
4437	1260
3832	1314
4190	1621
3899	1249
3749	1945
3950	2099
3751	1750
4727	1662
3790	1533
4162	1254
4451	1718
4080	1777
3793	1399
3812	1729
4981	1718
4083	1507
4094	1939
3810	1413
4224	1330
4495	1663
4108	1574
4459	1725
4419	1289
