5000
200000
4457	1923
4076	1282
3935	2187
4741	1724
3868	1528
4395	1585
4531	1738
4375	1719
4688	2284
4571	1680
4516	1252
4385	1504
3828	1617
4065	1611
3828	2124
4103	1411
4433	1576
4227	1414
4140	1312
4141	1583
3798	1452
4375	2245
4309	1884
4072	2189
4231	1563
3757	2191
4517	2118
4238	1612
3750	2040
3770	2094
3859	2190
3990	1941
3835	2070
4736	1622
4394	1582
4506	1267
4954	1353
3950	1255
3750	1257
4699	1879
3936	1262
4047	1905
4296	1562
3793	1430
4304	2295
3757	1290
4374	1616
3888	1697
4087	1728
4804	1442
4122	1885
4769	1645
3762	1600
3844	1251
4064	1659
4377	2073
3749	2040
4218	2109
3832	1279
4845	1567
4434	1772
3903	1564
4155	1645
4068	1383
4303	2070
4384	1310
4467	1446
4421	1252
3788	1269
4152	1277
4414	1880
3749	1415
3749	1568
3851	1454
4472	1283
4532	1330
4707	1269
3827	1968
3771	2082
4075	1689
3769	1949
3974	1692
4072	1260
3751	1528
4556	1952
3907	1340
4161	1270
3751	2200
4435	1266
3960	2090
4805	1575
4063	1409
4708	1720
4487	1275
3951	1983
4184	1918
4242	1249
3867	2197
4223	1470
4179	1288
4107	1325
3762	1528
4189	1349
4843	1625
3796	1484
3752	1767
4716	1263
4106	2043
3766	1880
3781	1249
4748	1374
4082	2326
3945	1416
4151	2207
3783	1581
4417	1876
4623	2193
4164	1262
4073	1935
4342	2302
3754	1311
4033	1863
3771	1574
3760	1601
3827	1572
4531	1329
3870	1276
4141	1437
3937	1293
4766	1255
3769	1411
3759	1330
4419	1656
3791	1291
4420	1386
3923	1904
4128	1874
3827	1260
4397	1300
3997	1497
4219	1562
3761	1249
3833	1342
3827	2192
3920	1260
3787	1662
3910	2193
4063	1445
3763	2363
4140	1332
3756	1529
3996	1320
4101	1582
3769	1261
4570	1586
4816	1347
4325	1573
3798	1272
4160	1432
4528	1432
4091	2229
4728	2205
3952	1828
3883	1349
4258	1753
4258	2057
3852	1828
3786	1817
3782	1720
3769	1663
4601	1408
3811	2036
3750	1327
3847	1563
4380	1574
4374	1758
4263	2275
4097	2117
3754	1728
3754	2269
3749	1357
4155	1281
4410	1759
3749	1469
4863	1724
4614	1418
4267	1299
3774	1489
4155	1653
3937	1249
3764	1992
4105	1612
3749	1274
4415	1973
4250	1260
3753	1338
3847	1489
3954	1407
4297	1798
3770	1250
3871	1460
3985	2270
4299	1324
3926	1297
3760	1255
3760	1252
3760	2040
4433	2037
4301	2094
3993	1397
4376	1339
4390	1445
3959	1249
4667	1887
4103	1919
3792	1372
4438	1962
3847	1367
4701	1298
4706	1308
4197	1311
4194	1581
3830	2207
4708	1512
3840	1450
4570	2121
4580	2151
3837	1630
3845	2187
3749	1414
4535	1724
4226	1991
3928	2375
3893	1301
3750	1293
4277	1352
3780	1728
4562	1921
4023	2035
4606	1915
4280	2457
4887	1342
4073	1274
4537	2426
4864	2286
4421	2032
3757	1647
3752	1250
3791	2101
3808	2189
3931	1577
4400	1280
4155	1573
4223	2062
3809	1952
4540	1340
3771	1581
4062	1249
3827	1908
3773	1848
3769	1894
4141	1915
3830	1879
3910	1620
4380	1739
3964	1259
3793	1339
3965	1363
4150	1291
4484	1597
4255	1608
4687	2327
4160	1428
3948	1626
3868	1285
3775	1350
4534	1720
3775	1288
4498	1269
4111	1589
4028	1250
3879	1594
4097	1269
4465	2089
3923	1919
4035	1472
4327	1388
3800	1276
4087	1470
3837	1806
3757	1464
4068	1562
4247	1897
3852	1254
4406	1420
3864	1880
4424	1319
3827	1918
4433	1977
4111	1606
3810	1575
3755	1295
3942	1440
4105	1984
3829	1564
3769	2438
3753	1879
4108	2070
4173	1888
4805	1573
3790	2114
3762	1612
4460	1250
3935	1337
4076	1351
4299	2406
4844	1249
3779	1573
3799	1490
4067	1835
3934	2016
4578	1725
4180	1645
3926	1257
3837	1327
4460	1465
3776	1565
3974	1407
3837	2260
4111	2355
3910	1640
4316	2295
3758	1425
3952	1694
3847	1584
4870	1888
4065	1334
3793	1670
3826	1387
3805	1368
3837	2239
4062	2002
4634	1893
4223	1954
4221	1271
4219	1370
4099	1366
3788	1251
4086	1620
3790	1719
3788	2380
4769	1877
4570	1370
4163	1250
3913	2358
4476	2015
3906	1799
3750	1262
3950	1368
4737	1341
4435	1708
4628	1883
4067	1604
4064	1468
4062	1933
4073	2150
4220	1249
3906	1642
4133	1806
3819	1584
4255	1428
3837	1572
4703	1291
4537	1719
3759	1924
3838	1374
4063	1915
3749	1641
4120	1615
4387	1321
4004	2308
3771	1642
4038	1642
4159	1924
3783	1955
3847	1562
4067	1644
4162	1564
4102	1328
4241	1271
4073	1897
4028	2233
4687	1612
4068	2201
4261	1548
3849	1420
3755	2070
4467	1445
3759	2421
